Recency,Frequency,Monetary,LIFESTAGE,PREMIUM_CUSTOMER
248,1,5.4,MIDAGE SINGLES/COUPLES,Premium
48,4,31.9,OLDER FAMILIES,Budget
222,1,4.6,RETIREES,Premium
29,2,14.4,OLDER SINGLES/COUPLES,Premium
13,1,10.8,OLDER SINGLES/COUPLES,Premium
128,2,20.0,RETIREES,Mainstream
121,2,12.899999999999999,NEW FAMILIES,Budget
200,2,12.899999999999999,RETIREES,Mainstream
213,1,10.2,MIDAGE SINGLES/COUPLES,Budget
217,1,7.4,YOUNG SINGLES/COUPLES,Mainstream
140,2,15.4,MIDAGE SINGLES/COUPLES,Mainstream
203,1,6.6,RETIREES,Budget
138,1,6.6,OLDER SINGLES/COUPLES,Budget
199,1,7.4,OLDER FAMILIES,Budget
48,1,5.7,MIDAGE SINGLES/COUPLES,Mainstream
43,1,7.2,YOUNG FAMILIES,Premium
47,1,6.6,OLDER SINGLES/COUPLES,Premium
74,1,7.4,YOUNG SINGLES/COUPLES,Budget
190,1,8.8,RETIREES,Mainstream
202,1,5.8,OLDER FAMILIES,Mainstream
1,6,41.8,YOUNG SINGLES/COUPLES,Mainstream
16,6,46.0,OLDER SINGLES/COUPLES,Budget
82,3,22.4,OLDER SINGLES/COUPLES,Premium
9,3,14.0,RETIREES,Budget
10,4,27.2,OLDER SINGLES/COUPLES,Budget
40,5,37.6,RETIREES,Premium
24,4,23.8,OLDER FAMILIES,Premium
30,3,23.6,RETIREES,Premium
36,3,30.4,RETIREES,Premium
2,4,27.8,YOUNG SINGLES/COUPLES,Mainstream
34,6,36.2,MIDAGE SINGLES/COUPLES,Budget
32,6,40.2,RETIREES,Mainstream
43,8,56.400000000000006,OLDER SINGLES/COUPLES,Premium
21,2,11.4,YOUNG SINGLES/COUPLES,Mainstream
16,8,68.4,YOUNG FAMILIES,Mainstream
62,5,32.2,YOUNG SINGLES/COUPLES,Budget
52,4,24.8,OLDER SINGLES/COUPLES,Budget
37,5,29.4,RETIREES,Mainstream
60,6,52.599999999999994,YOUNG SINGLES/COUPLES,Mainstream
45,6,39.2,RETIREES,Budget
30,5,32.6,OLDER SINGLES/COUPLES,Budget
18,2,9.4,OLDER FAMILIES,Budget
41,3,20.6,RETIREES,Mainstream
208,1,6.6,RETIREES,Premium
19,3,27.0,RETIREES,Mainstream
73,4,40.0,YOUNG FAMILIES,Premium
93,3,20.4,MIDAGE SINGLES/COUPLES,Budget
43,4,17.6,OLDER SINGLES/COUPLES,Budget
22,5,41.8,OLDER SINGLES/COUPLES,Budget
50,3,22.8,MIDAGE SINGLES/COUPLES,Mainstream
79,4,30.4,OLDER FAMILIES,Premium
1,6,42.0,OLDER SINGLES/COUPLES,Premium
14,5,34.4,OLDER FAMILIES,Budget
65,2,20.0,OLDER SINGLES/COUPLES,Premium
7,14,99.8,OLDER SINGLES/COUPLES,Premium
2,5,34.4,OLDER FAMILIES,Mainstream
25,5,40.8,YOUNG SINGLES/COUPLES,Budget
11,5,35.2,OLDER SINGLES/COUPLES,Mainstream
28,5,38.199999999999996,RETIREES,Budget
103,2,9.0,RETIREES,Premium
10,3,26.4,YOUNG SINGLES/COUPLES,Premium
28,6,36.0,OLDER SINGLES/COUPLES,Mainstream
2,8,57.0,YOUNG FAMILIES,Mainstream
204,1,9.2,RETIREES,Mainstream
19,3,20.6,RETIREES,Premium
86,5,35.0,YOUNG FAMILIES,Premium
83,5,31.3,RETIREES,Mainstream
60,3,25.0,RETIREES,Mainstream
128,2,16.200000000000003,OLDER SINGLES/COUPLES,Mainstream
46,5,42.0,OLDER SINGLES/COUPLES,Budget
29,2,11.4,MIDAGE SINGLES/COUPLES,Premium
19,4,22.4,OLDER SINGLES/COUPLES,Mainstream
18,3,21.6,RETIREES,Budget
117,3,15.4,YOUNG FAMILIES,Mainstream
13,8,57.6,OLDER FAMILIES,Budget
2,2,21.6,YOUNG SINGLES/COUPLES,Mainstream
179,3,19.8,OLDER SINGLES/COUPLES,Budget
257,1,7.4,YOUNG SINGLES/COUPLES,Premium
4,8,61.0,OLDER SINGLES/COUPLES,Premium
165,2,10.4,YOUNG SINGLES/COUPLES,Budget
11,7,43.400000000000006,YOUNG SINGLES/COUPLES,Mainstream
105,4,34.6,OLDER SINGLES/COUPLES,Mainstream
125,4,26.0,OLDER SINGLES/COUPLES,Budget
9,3,22.799999999999997,YOUNG SINGLES/COUPLES,Mainstream
9,7,45.4,OLDER FAMILIES,Budget
2,5,44.7,YOUNG FAMILIES,Budget
86,7,48.4,MIDAGE SINGLES/COUPLES,Mainstream
12,6,43.4,OLDER FAMILIES,Premium
2,5,39.8,YOUNG FAMILIES,Premium
22,8,55.8,RETIREES,Mainstream
13,6,39.0,RETIREES,Mainstream
11,5,30.4,OLDER SINGLES/COUPLES,Mainstream
67,6,32.2,MIDAGE SINGLES/COUPLES,Premium
74,4,25.0,OLDER SINGLES/COUPLES,Budget
19,5,37.8,OLDER SINGLES/COUPLES,Premium
3,9,61.2,OLDER SINGLES/COUPLES,Mainstream
55,5,34.6,RETIREES,Budget
26,11,71.8,OLDER FAMILIES,Mainstream
89,3,15.8,MIDAGE SINGLES/COUPLES,Premium
26,4,25.4,MIDAGE SINGLES/COUPLES,Budget
126,4,25.6,OLDER SINGLES/COUPLES,Premium
103,4,20.6,OLDER SINGLES/COUPLES,Premium
44,3,19.6,RETIREES,Mainstream
18,12,78.8,YOUNG SINGLES/COUPLES,Budget
121,5,29.8,RETIREES,Premium
116,2,18.0,YOUNG FAMILIES,Budget
23,4,34.0,YOUNG FAMILIES,Budget
38,3,15.0,OLDER SINGLES/COUPLES,Premium
136,3,17.6,OLDER FAMILIES,Budget
5,9,75.4,OLDER FAMILIES,Premium
14,8,60.0,RETIREES,Budget
38,8,58.8,RETIREES,Mainstream
12,6,46.0,YOUNG SINGLES/COUPLES,Mainstream
59,7,50.2,OLDER SINGLES/COUPLES,Mainstream
33,7,57.2,OLDER FAMILIES,Budget
113,4,25.2,OLDER FAMILIES,Budget
139,3,23.6,OLDER SINGLES/COUPLES,Mainstream
45,10,72.4,OLDER FAMILIES,Budget
160,4,33.400000000000006,MIDAGE SINGLES/COUPLES,Budget
57,2,11.6,OLDER SINGLES/COUPLES,Mainstream
33,4,18.0,OLDER SINGLES/COUPLES,Mainstream
33,4,22.6,RETIREES,Mainstream
18,5,44.0,OLDER SINGLES/COUPLES,Budget
82,4,25.200000000000003,YOUNG FAMILIES,Budget
65,6,45.8,OLDER FAMILIES,Budget
30,4,30.0,OLDER SINGLES/COUPLES,Budget
53,4,23.2,RETIREES,Mainstream
14,7,66.6,YOUNG FAMILIES,Budget
23,4,26.400000000000002,RETIREES,Budget
25,5,34.2,RETIREES,Mainstream
116,5,22.3,OLDER SINGLES/COUPLES,Mainstream
28,5,22.6,OLDER SINGLES/COUPLES,Budget
196,2,18.6,MIDAGE SINGLES/COUPLES,Mainstream
28,5,25.0,OLDER SINGLES/COUPLES,Mainstream
77,3,20.0,RETIREES,Premium
78,3,19.6,OLDER FAMILIES,Budget
24,6,38.6,OLDER FAMILIES,Budget
34,4,22.8,OLDER SINGLES/COUPLES,Premium
96,6,40.6,OLDER FAMILIES,Premium
20,5,20.6,YOUNG FAMILIES,Premium
132,3,21.8,OLDER SINGLES/COUPLES,Mainstream
94,4,33.6,RETIREES,Mainstream
23,4,26.200000000000003,YOUNG FAMILIES,Mainstream
263,1,5.2,YOUNG SINGLES/COUPLES,Premium
132,4,26.200000000000003,RETIREES,Budget
89,1,7.6,RETIREES,Budget
62,3,16.8,OLDER SINGLES/COUPLES,Budget
6,10,67.8,OLDER SINGLES/COUPLES,Budget
119,1,6.2,RETIREES,Mainstream
28,7,46.4,OLDER FAMILIES,Mainstream
7,6,46.8,OLDER FAMILIES,Budget
24,4,24.0,RETIREES,Mainstream
174,4,28.0,MIDAGE SINGLES/COUPLES,Mainstream
19,6,41.0,OLDER SINGLES/COUPLES,Mainstream
11,3,17.2,YOUNG SINGLES/COUPLES,Budget
33,5,49.6,OLDER SINGLES/COUPLES,Mainstream
8,7,46.3,YOUNG FAMILIES,Budget
14,5,31.8,OLDER SINGLES/COUPLES,Premium
130,1,7.2,RETIREES,Premium
18,7,39.6,RETIREES,Mainstream
53,4,30.599999999999998,MIDAGE SINGLES/COUPLES,Budget
58,5,24.799999999999997,OLDER FAMILIES,Mainstream
21,6,41.1,RETIREES,Mainstream
58,3,22.0,OLDER SINGLES/COUPLES,Mainstream
50,2,14.4,RETIREES,Premium
91,5,27.3,OLDER SINGLES/COUPLES,Mainstream
67,3,27.6,OLDER SINGLES/COUPLES,Mainstream
12,6,47.2,OLDER SINGLES/COUPLES,Mainstream
175,4,31.2,YOUNG FAMILIES,Premium
45,7,41.0,OLDER FAMILIES,Mainstream
18,5,34.0,YOUNG FAMILIES,Premium
62,4,27.4,YOUNG SINGLES/COUPLES,Mainstream
19,6,37.0,MIDAGE SINGLES/COUPLES,Premium
50,3,17.4,YOUNG SINGLES/COUPLES,Mainstream
25,5,37.1,OLDER SINGLES/COUPLES,Premium
4,4,27.0,RETIREES,Mainstream
79,5,23.2,OLDER FAMILIES,Budget
44,4,29.6,YOUNG SINGLES/COUPLES,Mainstream
81,3,15.4,OLDER SINGLES/COUPLES,Premium
42,2,18.200000000000003,MIDAGE SINGLES/COUPLES,Mainstream
12,5,27.7,OLDER FAMILIES,Premium
5,6,47.0,OLDER FAMILIES,Premium
103,2,11.0,RETIREES,Premium
126,3,17.8,OLDER SINGLES/COUPLES,Premium
94,4,28.200000000000003,RETIREES,Mainstream
147,6,39.800000000000004,RETIREES,Mainstream
40,3,14.2,OLDER SINGLES/COUPLES,Budget
4,7,50.6,YOUNG FAMILIES,Premium
93,5,32.6,OLDER SINGLES/COUPLES,Premium
25,6,34.9,OLDER SINGLES/COUPLES,Mainstream
93,5,28.6,MIDAGE SINGLES/COUPLES,Budget
18,7,50.0,OLDER SINGLES/COUPLES,Budget
16,4,30.0,OLDER SINGLES/COUPLES,Premium
54,6,56.0,OLDER FAMILIES,Budget
25,5,33.2,YOUNG FAMILIES,Budget
174,2,19.0,YOUNG FAMILIES,Budget
78,4,29.8,RETIREES,Mainstream
250,1,6.0,OLDER SINGLES/COUPLES,Premium
1,5,40.6,OLDER SINGLES/COUPLES,Premium
118,5,32.3,MIDAGE SINGLES/COUPLES,Mainstream
186,2,18.4,OLDER SINGLES/COUPLES,Mainstream
59,5,43.0,OLDER SINGLES/COUPLES,Budget
81,2,8.8,RETIREES,Budget
12,6,34.0,OLDER SINGLES/COUPLES,Budget
9,4,32.2,OLDER SINGLES/COUPLES,Mainstream
38,6,39.0,OLDER FAMILIES,Budget
10,3,19.0,MIDAGE SINGLES/COUPLES,Budget
98,5,30.799999999999997,OLDER SINGLES/COUPLES,Premium
127,5,27.6,YOUNG SINGLES/COUPLES,Budget
63,4,38.4,RETIREES,Premium
22,3,21.6,RETIREES,Premium
103,2,10.0,RETIREES,Mainstream
127,1,6.6,OLDER FAMILIES,Mainstream
0,5,30.599999999999998,OLDER FAMILIES,Budget
55,5,34.0,RETIREES,Budget
64,3,21.8,MIDAGE SINGLES/COUPLES,Mainstream
29,8,59.6,OLDER FAMILIES,Mainstream
3,9,66.8,OLDER FAMILIES,Mainstream
6,6,35.8,YOUNG SINGLES/COUPLES,Premium
0,7,52.199999999999996,RETIREES,Mainstream
156,2,13.4,YOUNG SINGLES/COUPLES,Budget
52,6,43.2,OLDER FAMILIES,Budget
52,7,57.4,YOUNG FAMILIES,Premium
2,4,20.4,YOUNG SINGLES/COUPLES,Budget
28,8,60.4,OLDER FAMILIES,Budget
36,7,45.2,YOUNG FAMILIES,Mainstream
78,1,5.8,YOUNG SINGLES/COUPLES,Premium
82,6,42.0,OLDER FAMILIES,Premium
12,7,50.9,YOUNG FAMILIES,Mainstream
29,5,28.2,OLDER FAMILIES,Budget
11,2,14.8,YOUNG FAMILIES,Budget
49,9,58.0,OLDER FAMILIES,Budget
5,5,33.8,RETIREES,Budget
3,3,21.8,YOUNG SINGLES/COUPLES,Mainstream
22,1,11.4,YOUNG SINGLES/COUPLES,Mainstream
67,3,17.8,RETIREES,Mainstream
116,2,12.2,OLDER SINGLES/COUPLES,Premium
10,3,18.4,YOUNG FAMILIES,Budget
117,3,16.2,RETIREES,Mainstream
4,3,26.200000000000003,OLDER FAMILIES,Budget
25,4,24.4,RETIREES,Mainstream
90,4,23.4,OLDER SINGLES/COUPLES,Premium
45,5,43.6,OLDER FAMILIES,Budget
19,7,40.4,OLDER SINGLES/COUPLES,Mainstream
54,3,22.6,OLDER SINGLES/COUPLES,Budget
45,3,24.0,OLDER SINGLES/COUPLES,Premium
128,4,33.2,MIDAGE SINGLES/COUPLES,Mainstream
33,5,30.0,YOUNG FAMILIES,Mainstream
0,4,28.8,RETIREES,Mainstream
9,8,43.8,OLDER SINGLES/COUPLES,Mainstream
39,7,43.8,OLDER FAMILIES,Budget
33,3,23.0,MIDAGE SINGLES/COUPLES,Mainstream
26,4,32.199999999999996,YOUNG SINGLES/COUPLES,Budget
3,8,47.0,OLDER FAMILIES,Mainstream
60,2,16.2,MIDAGE SINGLES/COUPLES,Premium
3,6,57.8,YOUNG FAMILIES,Premium
105,7,50.400000000000006,RETIREES,Premium
23,3,28.6,OLDER SINGLES/COUPLES,Budget
31,5,41.6,YOUNG FAMILIES,Budget
184,4,28.0,OLDER SINGLES/COUPLES,Budget
69,3,24.0,OLDER SINGLES/COUPLES,Budget
77,2,14.200000000000001,OLDER SINGLES/COUPLES,Budget
43,7,42.0,OLDER SINGLES/COUPLES,Mainstream
27,2,13.8,MIDAGE SINGLES/COUPLES,Mainstream
17,8,51.2,YOUNG FAMILIES,Mainstream
24,2,14.0,OLDER SINGLES/COUPLES,Mainstream
62,4,32.0,RETIREES,Mainstream
5,8,53.4,YOUNG FAMILIES,Mainstream
100,4,25.8,OLDER SINGLES/COUPLES,Budget
18,6,47.0,YOUNG FAMILIES,Mainstream
2,4,25.2,MIDAGE SINGLES/COUPLES,Budget
27,4,32.8,YOUNG FAMILIES,Budget
124,3,27.8,YOUNG SINGLES/COUPLES,Mainstream
82,3,22.4,MIDAGE SINGLES/COUPLES,Mainstream
97,5,46.8,RETIREES,Budget
54,1,6.6,YOUNG SINGLES/COUPLES,Budget
70,2,12.8,OLDER FAMILIES,Budget
96,2,11.2,YOUNG SINGLES/COUPLES,Mainstream
99,8,55.6,YOUNG FAMILIES,Premium
14,2,11.2,OLDER FAMILIES,Premium
94,3,20.2,OLDER SINGLES/COUPLES,Mainstream
72,6,34.4,OLDER FAMILIES,Mainstream
12,3,31.4,MIDAGE SINGLES/COUPLES,Mainstream
34,5,27.6,YOUNG FAMILIES,Budget
93,6,43.8,YOUNG FAMILIES,Budget
2,6,43.199999999999996,YOUNG FAMILIES,Mainstream
19,4,34.0,MIDAGE SINGLES/COUPLES,Budget
12,3,18.4,RETIREES,Premium
6,4,20.2,RETIREES,Budget
48,7,42.6,MIDAGE SINGLES/COUPLES,Budget
51,6,38.4,OLDER SINGLES/COUPLES,Budget
20,5,27.2,OLDER SINGLES/COUPLES,Budget
48,1,7.6,MIDAGE SINGLES/COUPLES,Mainstream
16,3,24.8,OLDER FAMILIES,Mainstream
61,2,15.2,RETIREES,Mainstream
21,5,27.6,YOUNG FAMILIES,Mainstream
81,2,16.6,MIDAGE SINGLES/COUPLES,Premium
120,4,29.2,YOUNG FAMILIES,Budget
12,6,39.8,OLDER SINGLES/COUPLES,Premium
29,3,23.8,YOUNG FAMILIES,Budget
68,6,44.5,RETIREES,Budget
13,3,22.2,RETIREES,Mainstream
7,5,33.0,MIDAGE SINGLES/COUPLES,Mainstream
100,3,11.8,OLDER FAMILIES,Budget
140,3,23.2,OLDER SINGLES/COUPLES,Mainstream
26,3,21.599999999999998,OLDER SINGLES/COUPLES,Premium
21,3,18.2,YOUNG SINGLES/COUPLES,Mainstream
7,2,9.8,MIDAGE SINGLES/COUPLES,Budget
10,3,19.0,NEW FAMILIES,Budget
119,2,14.200000000000001,OLDER SINGLES/COUPLES,Mainstream
27,3,19.6,MIDAGE SINGLES/COUPLES,Budget
0,4,29.2,OLDER FAMILIES,Mainstream
55,8,55.0,OLDER FAMILIES,Premium
30,11,87.60000000000001,YOUNG FAMILIES,Budget
65,1,8.8,YOUNG SINGLES/COUPLES,Mainstream
66,3,23.6,OLDER FAMILIES,Budget
39,6,40.2,OLDER FAMILIES,Mainstream
16,10,77.2,OLDER FAMILIES,Mainstream
0,2,16.200000000000003,YOUNG FAMILIES,Mainstream
22,6,42.6,RETIREES,Budget
10,2,19.0,OLDER SINGLES/COUPLES,Mainstream
20,1,6.0,RETIREES,Mainstream
111,2,9.8,MIDAGE SINGLES/COUPLES,Mainstream
57,4,36.2,OLDER SINGLES/COUPLES,Premium
3,7,50.2,YOUNG FAMILIES,Premium
25,5,28.4,OLDER FAMILIES,Mainstream
14,4,28.0,OLDER SINGLES/COUPLES,Premium
40,3,16.9,OLDER FAMILIES,Budget
49,2,9.8,RETIREES,Mainstream
81,2,11.8,RETIREES,Mainstream
232,1,8.4,OLDER SINGLES/COUPLES,Budget
50,3,18.6,OLDER SINGLES/COUPLES,Mainstream
31,5,31.2,MIDAGE SINGLES/COUPLES,Budget
7,7,49.199999999999996,OLDER FAMILIES,Premium
6,4,22.4,RETIREES,Budget
3,6,39.2,OLDER FAMILIES,Premium
18,7,46.4,OLDER FAMILIES,Budget
13,4,24.0,YOUNG FAMILIES,Mainstream
42,4,34.0,MIDAGE SINGLES/COUPLES,Mainstream
90,3,19.8,YOUNG FAMILIES,Mainstream
60,3,15.4,MIDAGE SINGLES/COUPLES,Premium
23,7,58.8,MIDAGE SINGLES/COUPLES,Budget
17,2,9.0,RETIREES,Mainstream
129,5,36.400000000000006,OLDER FAMILIES,Budget
34,4,31.0,OLDER SINGLES/COUPLES,Budget
23,6,45.8,OLDER FAMILIES,Mainstream
54,3,19.2,RETIREES,Budget
34,4,23.200000000000003,RETIREES,Mainstream
31,1,5.2,OLDER SINGLES/COUPLES,Mainstream
145,2,12.8,OLDER SINGLES/COUPLES,Budget
57,6,29.0,MIDAGE SINGLES/COUPLES,Budget
141,2,20.0,YOUNG SINGLES/COUPLES,Premium
122,4,23.1,YOUNG SINGLES/COUPLES,Mainstream
23,4,34.8,OLDER SINGLES/COUPLES,Budget
149,2,11.2,NEW FAMILIES,Budget
50,10,69.2,MIDAGE SINGLES/COUPLES,Premium
8,4,27.8,RETIREES,Budget
107,2,12.0,RETIREES,Premium
49,6,41.6,RETIREES,Mainstream
157,1,6.6,YOUNG FAMILIES,Budget
24,5,39.2,OLDER SINGLES/COUPLES,Mainstream
11,2,16.799999999999997,RETIREES,Budget
52,4,23.4,MIDAGE SINGLES/COUPLES,Mainstream
132,1,8.8,OLDER FAMILIES,Budget
92,2,19.4,RETIREES,Budget
78,3,17.6,OLDER SINGLES/COUPLES,Premium
145,3,26.0,RETIREES,Premium
74,3,21.799999999999997,RETIREES,Mainstream
43,5,33.8,YOUNG FAMILIES,Budget
7,3,18.0,OLDER SINGLES/COUPLES,Mainstream
8,5,31.6,MIDAGE SINGLES/COUPLES,Budget
38,5,36.6,OLDER FAMILIES,Premium
105,3,27.0,MIDAGE SINGLES/COUPLES,Premium
256,1,6.0,OLDER SINGLES/COUPLES,Premium
103,5,30.0,YOUNG FAMILIES,Premium
5,3,15.2,MIDAGE SINGLES/COUPLES,Budget
146,3,21.2,MIDAGE SINGLES/COUPLES,Mainstream
149,2,17.6,OLDER FAMILIES,Premium
26,10,65.2,OLDER FAMILIES,Mainstream
155,2,18.0,MIDAGE SINGLES/COUPLES,Mainstream
16,7,48.8,MIDAGE SINGLES/COUPLES,Premium
169,4,24.4,OLDER FAMILIES,Budget
97,4,27.4,YOUNG FAMILIES,Mainstream
56,3,18.8,YOUNG SINGLES/COUPLES,Budget
21,5,29.6,YOUNG FAMILIES,Mainstream
16,4,27.0,YOUNG FAMILIES,Budget
14,6,42.199999999999996,YOUNG SINGLES/COUPLES,Mainstream
3,3,20.0,OLDER SINGLES/COUPLES,Budget
10,8,60.4,YOUNG FAMILIES,Budget
100,3,30.400000000000002,OLDER SINGLES/COUPLES,Premium
41,4,30.8,YOUNG FAMILIES,Premium
32,5,44.0,OLDER SINGLES/COUPLES,Premium
6,6,30.0,OLDER SINGLES/COUPLES,Premium
94,1,8.8,YOUNG SINGLES/COUPLES,Mainstream
151,5,40.0,RETIREES,Budget
10,2,10.8,RETIREES,Budget
33,7,49.4,OLDER SINGLES/COUPLES,Premium
94,3,27.0,OLDER FAMILIES,Mainstream
77,6,51.800000000000004,YOUNG SINGLES/COUPLES,Mainstream
94,4,22.200000000000003,MIDAGE SINGLES/COUPLES,Premium
23,7,64.60000000000001,OLDER FAMILIES,Mainstream
63,3,17.4,RETIREES,Budget
16,2,13.6,RETIREES,Premium
14,4,21.4,RETIREES,Mainstream
0,4,29.8,OLDER SINGLES/COUPLES,Premium
23,4,21.8,NEW FAMILIES,Premium
262,1,10.2,MIDAGE SINGLES/COUPLES,Premium
42,2,15.2,MIDAGE SINGLES/COUPLES,Budget
56,3,23.599999999999998,RETIREES,Premium
22,1,7.4,MIDAGE SINGLES/COUPLES,Mainstream
21,2,12.2,RETIREES,Mainstream
71,3,20.200000000000003,OLDER SINGLES/COUPLES,Mainstream
102,6,27.2,YOUNG SINGLES/COUPLES,Premium
42,8,55.9,YOUNG FAMILIES,Mainstream
6,4,32.2,RETIREES,Mainstream
103,3,19.6,RETIREES,Budget
6,5,31.0,YOUNG FAMILIES,Budget
14,4,27.8,RETIREES,Premium
31,4,28.0,YOUNG FAMILIES,Budget
264,1,5.8,RETIREES,Mainstream
6,6,41.2,OLDER FAMILIES,Premium
4,4,21.6,OLDER FAMILIES,Budget
51,6,36.0,YOUNG FAMILIES,Budget
1,5,29.2,OLDER SINGLES/COUPLES,Budget
25,3,21.4,MIDAGE SINGLES/COUPLES,Mainstream
2,3,27.0,RETIREES,Premium
6,3,23.6,YOUNG SINGLES/COUPLES,Budget
163,3,21.8,YOUNG FAMILIES,Premium
112,3,18.4,OLDER SINGLES/COUPLES,Mainstream
80,5,32.8,MIDAGE SINGLES/COUPLES,Mainstream
11,7,62.2,RETIREES,Budget
84,6,49.0,YOUNG FAMILIES,Premium
185,3,24.2,OLDER SINGLES/COUPLES,Premium
100,3,19.2,OLDER FAMILIES,Mainstream
69,4,28.0,NEW FAMILIES,Mainstream
22,7,47.4,OLDER FAMILIES,Mainstream
15,9,63.2,YOUNG SINGLES/COUPLES,Budget
49,5,32.2,OLDER SINGLES/COUPLES,Budget
57,5,29.0,RETIREES,Budget
77,7,44.6,RETIREES,Premium
92,3,19.1,RETIREES,Premium
15,3,15.600000000000001,OLDER FAMILIES,Premium
185,2,12.0,YOUNG SINGLES/COUPLES,Mainstream
99,4,27.2,YOUNG SINGLES/COUPLES,Mainstream
55,4,27.8,MIDAGE SINGLES/COUPLES,Premium
170,3,11.1,OLDER SINGLES/COUPLES,Premium
20,4,23.6,MIDAGE SINGLES/COUPLES,Budget
26,6,42.4,YOUNG FAMILIES,Mainstream
212,1,4.2,MIDAGE SINGLES/COUPLES,Mainstream
19,3,16.4,RETIREES,Premium
121,2,10.0,OLDER FAMILIES,Mainstream
24,6,36.4,OLDER FAMILIES,Budget
16,2,15.799999999999999,RETIREES,Budget
70,2,15.399999999999999,RETIREES,Mainstream
39,3,17.6,MIDAGE SINGLES/COUPLES,Premium
51,3,20.6,YOUNG SINGLES/COUPLES,Mainstream
12,7,56.8,OLDER FAMILIES,Mainstream
2,4,31.6,OLDER SINGLES/COUPLES,Premium
12,9,65.6,RETIREES,Mainstream
25,1,6.0,YOUNG FAMILIES,Budget
34,4,26.599999999999998,RETIREES,Mainstream
9,4,20.4,OLDER SINGLES/COUPLES,Mainstream
42,1,9.2,RETIREES,Budget
82,6,35.6,YOUNG FAMILIES,Budget
250,1,10.8,MIDAGE SINGLES/COUPLES,Mainstream
70,6,42.5,YOUNG FAMILIES,Premium
136,4,30.4,YOUNG SINGLES/COUPLES,Mainstream
28,3,21.0,OLDER SINGLES/COUPLES,Budget
15,6,44.8,YOUNG FAMILIES,Mainstream
62,4,23.0,RETIREES,Mainstream
8,5,38.6,YOUNG FAMILIES,Premium
14,7,53.199999999999996,YOUNG FAMILIES,Budget
96,4,29.200000000000003,RETIREES,Premium
71,3,13.0,YOUNG FAMILIES,Budget
8,5,35.6,YOUNG FAMILIES,Premium
225,2,9.1,RETIREES,Mainstream
63,5,39.8,RETIREES,Mainstream
45,5,29.6,RETIREES,Mainstream
0,5,36.800000000000004,OLDER SINGLES/COUPLES,Mainstream
23,2,11.8,YOUNG FAMILIES,Budget
34,5,35.4,OLDER SINGLES/COUPLES,Mainstream
24,3,21.2,YOUNG SINGLES/COUPLES,Mainstream
74,3,27.6,RETIREES,Premium
86,6,37.9,OLDER FAMILIES,Mainstream
24,5,31.2,OLDER FAMILIES,Budget
1,3,17.2,OLDER FAMILIES,Budget
263,1,5.6,YOUNG FAMILIES,Premium
85,3,18.4,RETIREES,Budget
3,9,61.199999999999996,OLDER SINGLES/COUPLES,Mainstream
30,4,32.4,OLDER SINGLES/COUPLES,Premium
22,3,20.0,OLDER SINGLES/COUPLES,Budget
135,3,22.6,RETIREES,Premium
119,3,17.6,RETIREES,Premium
17,2,12.6,MIDAGE SINGLES/COUPLES,Mainstream
221,1,5.4,YOUNG SINGLES/COUPLES,Mainstream
18,7,46.8,OLDER SINGLES/COUPLES,Mainstream
135,3,17.8,OLDER SINGLES/COUPLES,Premium
121,3,21.2,RETIREES,Budget
12,6,36.199999999999996,OLDER FAMILIES,Mainstream
122,3,21.4,RETIREES,Mainstream
19,2,13.6,RETIREES,Budget
58,6,41.0,RETIREES,Budget
14,2,12.8,YOUNG SINGLES/COUPLES,Mainstream
19,5,39.2,MIDAGE SINGLES/COUPLES,Premium
26,2,11.8,YOUNG SINGLES/COUPLES,Premium
66,3,14.4,YOUNG SINGLES/COUPLES,Budget
61,2,13.8,RETIREES,Premium
129,3,22.6,RETIREES,Budget
101,4,24.8,OLDER FAMILIES,Mainstream
24,4,28.8,RETIREES,Mainstream
72,2,10.0,YOUNG SINGLES/COUPLES,Premium
80,3,17.2,YOUNG SINGLES/COUPLES,Budget
84,3,19.8,OLDER SINGLES/COUPLES,Mainstream
11,3,16.4,YOUNG FAMILIES,Mainstream
10,6,45.800000000000004,OLDER FAMILIES,Premium
52,6,46.4,MIDAGE SINGLES/COUPLES,Premium
100,2,15.0,OLDER SINGLES/COUPLES,Premium
28,9,65.0,OLDER SINGLES/COUPLES,Premium
19,5,39.0,RETIREES,Budget
16,7,54.0,OLDER FAMILIES,Premium
12,2,15.6,YOUNG SINGLES/COUPLES,Mainstream
220,2,14.8,YOUNG FAMILIES,Premium
7,6,39.8,OLDER FAMILIES,Budget
120,4,37.4,OLDER SINGLES/COUPLES,Premium
148,3,26.2,RETIREES,Mainstream
58,2,16.8,OLDER SINGLES/COUPLES,Budget
15,7,54.4,OLDER FAMILIES,Mainstream
7,5,35.0,YOUNG FAMILIES,Premium
47,8,49.8,YOUNG FAMILIES,Budget
33,5,44.6,NEW FAMILIES,Premium
6,10,73.4,OLDER SINGLES/COUPLES,Premium
3,4,32.4,OLDER SINGLES/COUPLES,Mainstream
226,1,1.8,YOUNG SINGLES/COUPLES,Mainstream
74,1,6.0,YOUNG FAMILIES,Budget
225,2,6.7,OLDER SINGLES/COUPLES,Mainstream
64,1,3.0,MIDAGE SINGLES/COUPLES,Budget
9,1,4.6,RETIREES,Budget
24,3,15.5,YOUNG FAMILIES,Premium
9,2,6.6,YOUNG SINGLES/COUPLES,Mainstream
61,2,6.5,YOUNG SINGLES/COUPLES,Mainstream
